genes,C1,C2,T1,T2
67997,4.48,11.15,8.79,9.98
67998,16.55,7.72,25.34,20.13
68001,13.27,25.38,25.51,20.46
68002,42.93,24.35,36.5,30.78
68010,3.62,36.18,30.58,53.1
68014,6.03,20.58,10.31,18.6
68015,18.45,20.06,22.3,22.49
68017,1.38,4.97,2.7,3.04
68018,39.48,30.35,36.83,39.74
68020,4.83,6.17,6.08,6.6
68021,17.41,38.24,35.48,40.59
68023,22.24,36.52,35.48,36.36
68024,1.72,0,0,0
68026,11.03,155.18,199.55,124.47
68027,0,3.6,4.9,5.07
68031,27.75,36.35,44.44,40.25
68032,69.65,87.62,62.85,71.71
68033,11.38,34.29,22.3,29.77
68034,12.24,19.38,26.02,14.38
68035,35,33.61,33.45,27.57
68036,203.59,157.75,228.27,149.84
68038,51.2,17.15,12.17,19.79
68039,2.07,0.86,0.51,1.86
68040,26.55,23.49,17.91,20.29
68041,20.34,13.2,9.8,11.67
68043,1.03,1.89,0.84,1.69
68044,2.41,3.09,2.87,2.37
68045,1.72,2.23,1.01,2.2
68046,10.34,13.37,14.36,13.53
68047,16.55,62.76,54.74,47.02
68048,23.45,50.41,33.45,31.29
68050,1.03,0.69,0.84,0.34
68051,13.45,39.27,45.11,38.05
68053,181.7,184.15,270.68,279.9
68055,2.59,4.12,2.7,4.9
68058,6.72,16.8,13.35,13.53
68059,144.12,92.59,84.14,110.61
68066,80.33,104.94,128.75,132.09
68067,4.31,8.06,5.07,7.1
68070,0.69,2.23,2.2,1.69
68073,8.27,7.2,8.62,5.58
68074,1.03,0.86,0.84,0.68
68075,0.52,0.34,0,0
68077,27.93,61.38,38.69,31.8
68079,19.65,29.66,29.91,31.96
68080,2.07,3.94,2.53,4.57
68082,0.52,0,0.68,1.01
68083,77.92,60.36,51.7,60.38
68087,42.58,126.71,96.31,91.33
68089,144.98,62.76,64.88,68.83
68090,30.69,17.15,14.7,23.34
68092,33.27,62.58,82.45,62.91
68094,25,38.58,35.31,35.18
68095,123.43,91.22,104.59,115.85
68097,192.39,125.68,138.04,112.64
68098,26.72,25.89,25.51,33.32
68099,17.41,50.93,43.42,43.8
68106,6.03,35.49,20.61,26.21
68107,1.55,2.74,0.84,0.85
68108,17.58,53.67,44.61,50.57
68112,15,22.63,13.85,18.6
68114,50.68,91.91,88.54,78.64
68115,1.21,3.94,1.35,2.54
68117,23.27,25.72,21.12,21.99
68118,12.58,23.15,21.12,18.94
68119,243.42,81.96,91.58,100.63
68121,8.79,11.83,13.52,18.6
68126,3.62,4.63,2.53,3.55
68127,1.03,5.49,7.77,8.46
68128,3.79,7.54,6.59,10.15
68133,58.79,81.1,72.15,84.22
68134,6.55,27.78,26.7,23.68
68135,134.64,176.27,144.97,170.31
68137,193.77,134.43,148.01,143.59
68140,8.62,10.8,9.46,12.68
68142,12.41,4.63,4.9,4.4
68144,1.55,0.86,0.84,0
68145,0.52,1.54,2.53,1.86
68146,10.17,14.75,17.74,13.7
68147,11.55,46.47,33.29,22.83
68149,4.65,9.6,8.79,10.82
68152,6.21,17.15,19.43,11.16
68153,25.86,67.73,58.63,44.48
68161,3.96,4.97,5.74,7.95
68165,32.41,52.47,28.55,37.04
68166,13.27,14.75,12.84,11.16
68169,0.52,19.72,26.7,15.39
68170,8.96,13.72,13.35,14.04
68172,1.72,0,0,0
68176,3.79,9.43,12.17,9.98
68177,49.48,21.43,20.78,23.51
68178,100.85,36.86,47.14,80.67
68180,5.69,5.14,2.03,8.12
68183,125.33,274.69,282.84,235.08
68184,80.68,199.93,175.89,173.69
68185,11.21,12.69,9.12,14.54
68187,17.93,25.03,26.19,28.92
68188,25.51,35.15,41.73,22.49
68190,8.79,0,3.04,1.35
68192,104.64,41.15,36.83,41.77
68193,77.4,238.16,153.42,115.68
68196,61.89,85.22,64.71,77.12
68198,41.2,55.73,58.97,53.1
68201,4.31,50.93,46.8,44.14
68202,100.16,88.99,105.09,146.46
68203,18.1,2.74,0.68,4.74
68205,32.93,33.26,36.5,38.05
68209,47.23,135.29,140.91,152.89
68212,48.1,17.66,12,28.58
68215,25,96.53,121.32,73.23
68219,135.15,246.22,273.04,221.72
68222,5.69,5.14,3.72,4.06
68226,0.86,1.54,1.86,0.85
68229,5,6.17,5.58,6.43
68230,0.52,0.51,0,0.34
68233,4.83,0,0,0
68235,0,0.51,0.51,0
68240,9.31,19.2,17.57,20.13
68241,2.76,2.74,1.86,3.72
68250,123.43,165.98,167.44,192.46
68251,46.37,63.61,62.52,72.55
68255,1.21,5.49,3.21,8.46
68259,4.65,27.61,22.3,19.62
68260,4.31,7.72,5.24,2.88
68262,20.86,15.95,14.53,21.14
68263,91.37,92.93,73.16,106.72
68267,31.55,50.07,51.7,63.42
68268,25.34,14.57,18.42,16.4
68270,0.52,0.34,0,0
68271,0,0,0.34,0
68272,14.65,29.66,23.82,25.54
68273,59.13,34.98,35.99,38.9
68275,47.75,103.22,100.19,89.13
68276,10.34,6.69,7.1,5.41
68277,13.1,10.63,10.48,13.7
68279,0.69,0,0,9.13
68281,6.55,12.69,12.17,12.68
68283,1.21,1.2,1.01,1.52
68285,0.34,5.14,2.87,4.23
68291,17.76,9.94,17.4,18.6
68292,96.54,77.67,98.51,73.23
68294,19.31,12.17,10.81,15.56
68295,18.27,19.89,19.09,17.42
68298,14.65,70.64,52.38,64.77
68299,24.65,22.63,20.11,19.28
68303,16.2,7.54,5.91,13.53
68304,11.89,14.23,16.39,18.1
68310,11.21,25.38,19.43,17.93
68311,0,0.34,0,0
68312,1.38,4.63,7.1,7.44
68318,11.03,0.34,0,0
68323,7.07,2.74,3.21,2.2
68327,21.2,14.57,12.67,16.57
68328,8.1,4.63,5.74,6.43
68332,12.07,17.32,16.05,22.49
68337,208.59,64.13,76.2,107.06
68338,1.03,0,0,4.74
68342,45.86,46.12,44.94,48.71
68346,0.34,1.2,0.51,1.18
68347,23.27,29.15,25.85,26.55
68350,29.82,29.66,30.75,24.35
68355,0.69,0.51,0.68,1.35
68364,35.51,44.24,44.44,41.94
68365,90.68,99.79,76.37,85.58
68366,21.03,19.38,16.05,18.94
68371,71.37,19.38,21.97,20.8
68375,87.06,49.04,89.38,92
68379,14.65,17.83,16.73,12.68
68380,1.21,0,1.35,1.01
68385,10.34,4.8,1.86,10.32
68393,0,0,0,0.51
68394,4.65,9.6,11.66,13.36
68395,16.55,1.54,2.37,1.18
68401,8.79,14.23,9.63,17.59
68404,0.34,0,0.34,0
68420,85.85,57.1,46.46,41.94
68421,27.07,10.8,13.52,14.04
68423,2.24,2.06,1.52,0.68
68427,31.72,6.17,6.25,6.76
68428,31.2,2.74,4.56,9.81
68431,0.69,1.89,1.52,1.01
68434,0,0.69,0.84,1.18
68440,6.55,5.14,4.06,4.57
68441,62.75,125.86,155.28,128.7
68449,24.82,13.2,7.77,8.29
68453,42.06,0.34,0,0.34
68458,3.45,18.69,7.27,9.81
68463,37.06,56.58,35.31,37.21
68465,83.09,26.06,21.97,20.97
68468,0.34,0,0.84,0.34
68472,5.69,2.57,4.06,2.88
68473,11.21,7.03,9.12,8.29
68475,138.77,152.95,166.6,183.67
68477,36.72,63.27,62.18,52.77
68479,22.41,117.45,77.05,58.18
68480,28.1,6.17,3.89,7.95
68481,47.41,40.64,48.32,56.66
68487,86.71,0.51,0.34,3.38
68490,0.34,7.54,6.42,5.24
68493,41.2,78.53,60.32,80.33
68497,24.82,26.58,17.57,18.43
68498,0,3.09,2.37,1.52
68499,25,45.61,35.14,36.53
68501,10.34,35.84,26.19,26.55
68505,25.51,20.92,20.78,25.54
68507,0.52,2.91,1.35,2.37
68510,14.83,28.29,26.19,22.83
68512,62.75,49.04,31.43,47.02
68514,14.14,8.57,7.6,9.98
68515,0,0,0.34,2.03
68519,19.48,39.09,32.27,13.36
68520,68.96,26.23,17.91,35.85
68521,17.24,7.72,19.43,8.12
68523,91.19,80.42,73.33,94.71
68524,19.65,21.6,25.34,17.42
68525,7.76,26.58,29.74,26.72
68526,1.38,2.23,2.2,4.06
68528,0,0,0,0.34
68531,0.69,1.37,2.7,1.35
68533,23.96,30.52,26.7,26.72
68537,74.47,131.17,156.12,159.82
68539,80.85,28.46,38.35,55.64
68544,84.47,162.38,138.04,122.11
68545,21.72,7.37,6.25,9.81
68549,8.79,22.46,34.64,21.99
68550,12.07,13.03,15.21,21.48
68552,8.1,3.09,3.38,3.72
68554,76.71,73.22,76.03,65.45
68556,9.65,5.49,2.37,4.9
68558,12.93,7.72,10.98,12.68
68559,1.55,1.03,0.68,2.03
68563,27.58,24.52,23.82,25.54
68564,30,37.55,32.1,23
68565,13.79,30.18,15.38,21.99
68566,0.34,0,0,0.51
68567,2.76,1.03,2.37,8.12
68572,34.48,69.1,64.54,64.27
68576,56.89,67.9,61.16,77.12
68581,472.87,209.02,183.32,246.07
68585,66.2,114.54,106.78,83.55
68588,2.07,11.66,9.8,10.49
68591,15.52,0.34,0,3.38
68592,39.13,32.41,29.06,32.98
68597,12.58,15.77,13.85,25.03
68598,93.26,132.37,125.88,132.76
68603,17.58,40.81,31.43,33.49
68606,70.34,46.81,42.24,49.38
68607,9.31,4.46,1.86,6.26
68611,32.06,81.79,80.26,76.44
68612,26.55,227.53,217.62,170.81
68614,15.52,22.98,31.6,35.01
68616,2.93,4.8,3.55,3.21
68617,2.41,50.58,56.6,20.97
68618,8.1,11.83,12.17,13.19
68625,0,0.86,0.68,1.01
68626,7.59,15.77,13.35,13.19
68628,34.82,20.4,11.66,18.1
68631,2.07,2.06,2.37,3.89
68632,4.14,2.74,2.87,3.55
68634,0.69,3.26,2.7,2.2
68636,2.07,8.74,8.28,7.95
68642,20,18,34.98,19.45
68644,0.52,0,0,0.51
68646,7.93,43.55,31.93,44.31
68652,26.89,57.78,54.07,54.29
68653,30.69,62.24,44.1,41.1
68659,4.48,12,6.59,18.43
68666,0,0.34,0.51,0
68667,7.59,4.46,5.24,4.06
68671,4.14,8.57,4.9,3.89
68675,21.38,32.58,31.09,22.49
68678,0,0,0.34,0
68680,0,2.23,0.68,5.24
68690,0.34,0,0,0.51
68691,1.21,1.54,2.87,2.71
68693,61.72,73.73,70.46,63.59
68695,5.86,4.97,8.79,7.44
68703,11.38,9.26,6.08,8.12
68705,13.62,20.92,20.95,15.22
68708,4.65,12,11.49,9.98
68709,1.21,1.03,0.34,0.51
68713,97.23,26.23,39.2,36.02
68718,35.68,14.23,14.87,26.55
68721,24.48,24.35,25.34,20.29
68724,55.16,30.01,25.51,25.37
68725,3.96,6,5.41,12.85
68728,27.75,17.83,20.95,16.91
68729,16.55,53.15,56.1,41.27
68730,13.62,37.04,29.06,22.83
68732,13.96,8.57,5.58,11.33
68734,33.1,52.64,60.15,48.2
68735,4.65,9.26,8.28,9.13
68736,5.52,6,4.56,2.71
68737,3.1,6,11.83,11.16
68738,54.82,4.97,7.43,13.02
68742,8.79,8.74,7.77,2.37
68743,11.38,36.18,34.13,42.11
68744,16.2,26.75,24.16,20.8
68750,17.76,10.97,13.52,14.04
68753,0,1.89,0.68,3.04
68755,5.17,11.32,9.46,5.92
68758,4.48,3.09,2.2,5.24
68760,0,0.34,0.51,0.68
68763,57.75,257.54,223.03,240.32
68767,22.41,9.94,13.52,14.71
68770,3.96,7.89,6.42,6.09
68774,9.83,0,0,0
68775,0.69,0,0.34,0
68776,16.72,36.69,40.55,21.31
68777,6.03,3.94,2.53,5.41
68778,28.79,15.77,17.4,29.26
68789,2.24,6.69,4.9,5.58
68792,0,0,0.34,0.51
68794,286.69,79.39,65.56,107.56
68795,23.45,23.15,22.13,25.03
68796,21.2,26.58,17.91,28.92
68797,12.24,6.69,8.79,7.95
68799,5.34,10.29,8.28,4.57
68801,28.96,48.01,46.63,30.27
68810,3.96,52.81,36.33,108.07
68813,57.92,7.89,6.93,2.37
68815,14.14,15.26,14.7,20.29
68816,1.55,3.94,3.04,3.21
68818,29.31,21.95,26.19,25.71
68832,11.21,11.66,8.45,4.74
68833,136.19,74.24,136.35,91.33
68836,128.26,199.59,232.15,225.1
68837,10.86,31.38,19.77,23
68839,118.09,48.01,49,51.08
68841,0.34,0,0.51,0.68
68842,1.21,1.89,2.2,0.68
68845,33.62,38.07,38.35,48.71
68846,1.55,5.14,6.42,4.23
68852,7.76,0.51,0.84,0.85
68854,0.69,0,0,0
68857,28.96,21.26,17.23,18.6
68859,131.19,37.72,34.81,63.42
68861,3.79,15.43,11.83,15.05
68865,1.03,1.2,0.34,0
68867,0.34,7.03,6.25,6.93
68870,0,0.34,0,0
68874,0,0.69,0.34,0
68875,2.07,14.06,11.66,6.6
68876,1.38,8.06,5.24,7.78
68877,89.47,86.59,109.66,76.11
68879,17.07,31.72,54.57,51.41
68888,0,0,0,0.85
68889,24.31,16.46,13.69,11.5
68895,8.27,11.32,10.14,6.76
68897,3.96,8.06,6.08,7.61
68904,20.51,20.23,18.92,15.56
68910,3.96,14.4,13.52,15.9
68911,26.72,49.04,44.78,39.91
68915,7.41,8.4,8.45,9.64
68916,7.24,11.83,19.94,12.18
68918,2.41,1.2,2.7,3.04
68920,42.41,37.72,37,46.51
68922,1.38,0.69,0.51,1.01
68925,7.07,22.46,18.92,20.63
68926,29.82,53.84,42.58,42.45
68927,17.93,31.89,33.29,34.5
68929,12.76,7.72,5.41,4.06
68936,8.62,15.6,15.04,11.5
68938,22.24,22.63,21.46,24.52
68939,6.38,25.55,22.13,26.21
68942,33.79,13.89,9.63,8.46
68943,14.65,4.12,5.91,4.06
68944,4.65,4.46,4.22,3.89
68948,18.45,35.32,35.14,30.44
68949,121.02,139.92,122.5,136.48
68952,0.34,1.2,0.68,0
68953,126.71,60.18,57.62,69.34
68955,0,7.03,4.39,0.34
68957,0.34,0.34,0,0
68961,2.41,6.17,5.41,4.4
68964,9.31,35.15,36.5,33.82
68966,15.17,25.55,19.26,21.65
68968,4.48,3.77,4.56,5.07
68969,80.16,215.36,232.15,183.5
68970,50.86,50.41,36.66,29.93
68971,1.72,4.8,3.38,5.07
68972,0,0.51,0,0.34
68975,18.27,19.55,29.74,28.41
68977,6.38,14.57,14.36,16.4
68979,91.19,121.4,115.06,112.64
68980,10,11.83,13.35,12.85
68981,77.92,101.34,80.09,102.32
68982,0.86,4.12,3.21,3.38
68988,31.89,57.61,56.94,53.27
68991,80.51,57.1,59.81,69.68
68992,0,11.83,6.93,5.41
68995,41.2,29.83,53.05,31.8
68999,18.45,24.18,19.94,21.65
69008,10.52,15.6,15.21,14.71
69009,11.72,4.63,4.73,8.12
69019,182.73,124.48,113.37,162.87
69020,2.24,8.06,5.74,4.4
69024,6.21,15.95,20.11,24.52
69028,10.86,6.69,3.55,8.29
69029,38.1,41.84,63.02,70.69
69035,88.78,175.41,193.46,167.09
69036,0,0,0.34,0
69038,115.5,109.74,71.3,132.76
69046,1.9,0.86,0.68,2.54
69047,3.96,1.54,0.84,2.03
69048,41.37,31.72,41.9,42.62
69051,17.76,48.18,39.37,37.88
69053,45.17,14.75,14.02,16.24
69055,0.34,0.34,0,0
69060,0,0.34,0,0
69064,2.93,1.03,2.7,5.41
69065,8.1,0.34,0,0.34
69066,1.55,1.54,2.2,0.85
69068,9.31,14.06,9.97,9.47
69069,10.34,0,0,0
69071,66.03,50.93,44.94,66.97
69072,32.41,92.76,68.26,61.39
69073,14.83,10.63,9.46,10.99
69076,40.51,34.64,42.92,38.05
69077,137.74,147.29,115.4,124.81
69080,12.24,9.77,4.06,11.67
69082,28.96,106.14,103.74,85.75
69085,18.1,25.55,21.12,25.54
69089,24.31,33.78,38.19,38.22
69091,15.34,30.52,31.76,20.97
69094,15.34,24.01,10.48,16.91
69097,1.9,0,0,0.85
69099,10.52,4.8,3.72,4.4
69101,2.41,2.57,2.2,1.69
69104,50.51,98.42,96.65,82.02
69106,11.89,6.52,4.73,4.06
69109,15.52,15.6,21.29,24.18
69113,21.38,9.77,10.48,15.9
69116,53.79,45.27,45.11,36.02
69121,9.83,0,0,0
69123,0.52,0,0,0.68
69125,36.89,36.86,22.47,31.8
69129,6.38,1.89,1.01,3.38
69131,13.96,15.95,10.81,12.52
69136,5.17,7.54,2.53,3.38
69137,8.96,3.26,2.2,4.4
69146,23.1,0.51,0.51,2.2
69149,2.07,3.43,4.22,3.72
69150,85.33,34.64,56.26,50.91
69151,12.41,16.12,13.35,16.57
69155,7.24,4.63,5.24,4.74
69156,16.38,6.17,3.55,8.79
69159,4.14,8.74,5.41,5.41
69161,0.86,0.34,0.51,0.51
69162,49.3,47.15,49.34,55.81
69163,65.34,56.58,48.49,62.07
69168,8.62,15.77,14.36,12.18
69169,0,0,0.34,0
69170,15.17,19.2,17.23,19.62
69171,21.38,12.52,9.12,9.47
69179,16.89,18.69,16.73,13.87
69181,12.07,4.29,4.39,3.72
69185,1.9,2.57,1.86,3.72
69187,1.21,0,0,0
69188,40.68,84.02,84.99,72.22
69189,0.86,0,0,0
69190,16.38,21.95,11.15,12.68
69192,31.03,41.32,40.38,39.41
69195,0,7.54,12.33,4.23
69202,98.09,122.08,142.94,116.02
69207,160.67,269.89,324.92,232.38
69215,2.93,2.91,4.06,5.41
69216,9.83,35.15,22.81,23
69217,1.9,0.86,0.68,0.34
69219,2.93,13.72,11.32,22.83
69221,137.4,80.59,71.3,101.3
69225,49.65,40.29,51.87,51.41
69226,24.65,15.77,20.61,18.94
69227,48.96,42.52,55.42,48.2
69228,3.79,6.69,4.06,7.61
69232,15.52,25.55,20.28,23.85
69234,8.27,16.98,15.04,16.4
69237,16.2,46.47,50.18,33.66
69239,0,4.46,10.98,0.85
69241,26.2,72.36,66.74,73.57
69248,0,0,1.18,0
69253,0,7.54,5.74,24.02
69256,9.48,31.55,26.19,23.17
69257,8.96,8.23,7.27,5.75
69259,21.55,31.72,22.64,29.26
69260,31.03,18.69,27.03,26.21
69263,20.34,66.87,73.5,62.74
69269,5.52,5.14,8.96,7.44
69270,6.03,39.61,33.62,33.32
69274,150.67,25.03,27.2,20.97
69276,91.71,77.5,75.7,81.35
69277,0,0.34,0,0
69282,0.52,0,0,0
69288,1.72,11.15,5.58,9.64
69291,1.38,1.2,0,0
69297,0,1.37,1.01,0
69303,0.34,0.69,0.51,1.01
69305,46.55,97.22,107.63,79.32
69307,0.52,0,0,0
69309,1.38,3.09,3.38,8.46
69310,0,1.03,0.34,0.51
69315,0.34,0.51,0.68,0
69319,0,0.34,0,0
69325,0.34,0,0,0
69327,0.34,0,0.51,0.68
69329,0,0,0.34,0
69349,0,0,0,0.34
69350,0,0.34,0.51,0
69352,0,0.69,1.18,1.01
69354,261,73.73,51.36,92.51
69358,2.76,4.63,2.37,2.54
69362,0.34,0,0,0
69367,4.14,7.37,5.24,6.93
69368,46.03,21.78,14.36,23
69372,10,7.37,12.5,11.33
69376,0,0.34,0.34,0
69379,0,1.37,1.35,1.18
69386,3.45,0,0,0.34
69398,1.55,1.54,1.01,3.21
69399,57.58,18.18,21.63,17.59
69408,12.76,14.23,10.81,16.24
69430,1.38,8.23,8.79,7.78
69434,5.17,6.86,8.45,8.63
69440,0.86,4.12,3.89,4.06
69453,0,0,0.51,0
69454,3.96,0,0,0
69456,43.1,57.78,55.93,77.97
69457,3.79,0,0,0
69459,32.93,43.9,44.27,43.3
69470,18.45,9.26,10.98,11.16
69478,9.31,19.03,15.71,19.11
69479,0.34,0.69,2.03,1.35
69480,13.96,0.69,1.18,0.85
69482,24.31,43.38,40.38,39.24
69487,13.62,38.07,42.24,53.1
69499,7.59,28.29,23.32,19.45
69501,2.76,0,0,0
69504,20.69,25.03,34.98,40.42
69513,13.1,4.29,1.69,5.58
69519,1.03,1.54,1.69,1.18
69524,6.55,1.37,1.18,1.35
69527,33.62,46.98,58.46,65.79
69528,0.69,1.2,1.69,0.85
69534,45.51,22.29,19.09,34.16
69535,14.83,12,20.11,17.42
69536,29.13,100.14,87.02,75.09
69537,49.82,4.8,2.87,7.44
69538,39.82,9.43,10.98,9.81
69539,0.86,0,0,0
69540,0,0.51,0.34,0
69544,1.9,2.06,3.89,3.38
69546,6.55,8.74,6.42,6.76
69548,2.76,6.52,5.74,6.93
69549,0.86,3.94,2.7,1.69
69550,61.37,1.2,1.01,3.72
69551,19.14,21.09,10.14,11.16
69553,0.34,0,0,0
69554,86.88,224.28,234.01,237.96
69556,68.78,150.89,172.34,106.55
69562,23.62,40.29,42.07,35.18
69563,0,0.86,0,0
69568,18.45,15.95,12.5,15.73
69572,1.55,2.06,2.03,1.52
69573,128.09,39.27,31.43,33.82
69574,0.34,0.86,1.35,0.68
69577,5.69,7.89,10.14,8.63
69581,118.09,45.1,32.95,47.35
69582,9.65,2.57,2.2,1.52
69585,0,0.69,0.34,0.51
69587,11.72,9.09,10.64,12.18
69590,95.68,43.38,83.81,63.42
69591,1.72,4.97,3.89,4.9
69596,2.93,3.77,6.25,3.89
69597,22.93,24.35,28.39,28.92
69601,20.51,32.58,23.99,29.77
69605,12.76,26.41,20.44,22.83
69606,4.65,3.43,2.87,3.04
69608,1.55,0.69,1.69,1.69
69612,1.21,2.06,2.03,1.69
69617,143.08,79.9,70.63,63.76
69625,0.86,1.71,1.52,2.54
69627,35.17,5.14,2.37,5.75
69632,38.96,34.64,29.06,27.57
69634,8.79,6.17,6.08,8.79
69635,7.41,14.92,14.19,17.59
69638,26.72,7.89,9.46,9.13
69639,29.48,76.3,76.54,94.54
69640,26.55,3.26,2.03,4.74
69641,4.83,3.26,4.22,4.23
69642,0,7.54,4.39,10.65
69654,100.16,151.23,96.31,128.87
69655,0,0.51,0,0.51
69656,2.59,6.69,6.25,3.72
69657,0,0.34,0.68,0.68
69659,0.34,0,0.34,0
69660,37.06,5.14,4.39,6.93
69662,40.17,28.12,22.64,24.35
69663,4.83,16.12,8.62,7.27
69665,0,0,0.68,0.34
69666,9.65,32.06,27.71,22.32
69668,10.86,28.29,19.09,15.05
69672,11.21,11.32,12.84,4.9
69674,50.68,9.26,11.15,8.96
69675,22.76,43.55,32.44,45.33
69678,0,0.51,0,1.18
69681,0.34,0.86,0.84,0.34
69683,80.33,62.24,72.49,79.66
69684,6.03,14.75,22.47,11.84
69692,6.72,19.2,16.73,18.1
69694,7.93,8.57,9.29,13.36
69697,4.65,5.49,5.41,5.75
69698,28.79,0.69,0.84,3.55
69700,12.93,4.63,8.79,3.89
69702,25,25.55,28.05,40.08
69706,3.62,13.03,9.29,7.27
69707,2.24,5.49,7.43,9.3
69709,11.03,8.4,9.8,15.05
69710,95.85,7.03,9.29,12.85
69714,2.93,7.72,2.37,2.37
69716,10,42.87,44.78,39.57
69717,0,0,0,0.51
69718,31.72,14.06,15.54,9.3
69719,20.17,40.29,59.47,29.77
69721,7.59,7.37,9.12,8.29
69723,5.34,1.89,2.2,1.52
69724,7.76,9.26,7.77,7.95
69726,6.9,14.4,14.02,12.68
69727,8.79,9.94,7.6,8.79
69731,30.51,52.47,39.54,36.53
69736,60.16,67.9,124.53,97.42
69737,11.03,22.29,25.51,23.85
69739,0,2.23,0.51,1.01
69740,19.14,19.72,21.12,22.16
69742,48.96,47.67,40.21,58.35
69743,5,10.29,14.53,6.93
69745,10.86,2.57,1.86,2.88
69747,29.65,28.98,31.93,25.71
69748,58.96,59.16,61.67,63.42
69749,6.38,9.43,5.58,7.95
69752,6.55,14.75,12.5,13.53
69754,8.27,11.49,9.46,12.35
69757,5.69,5.83,6.42,6.43
69761,7.76,0,0,0
69770,16.38,4.46,4.22,3.55
69771,0.69,0.34,1.18,1.86
69772,4.31,2.74,1.35,1.86
69773,28.44,55.73,60.32,42.79
69774,9.48,0.34,1.52,1.18
69780,23.96,20.58,31.6,29.43
69784,70.85,40.29,34.64,33.99
69785,86.02,0,0,0
69786,17.24,28.81,26.02,32.64
69790,11.21,18.86,20.44,18.6
69792,21.38,28.12,32.1,35.01
69797,0.86,0,0,0
69798,0.69,3.77,1.86,1.52
69802,34.82,33.09,43.25,47.19
69804,25.17,29.83,16.22,28.07
69806,29.48,10.29,12.17,16.4
69807,4.31,15.26,14.19,13.36
69812,4.14,8.4,6.25,9.3
69815,6.38,2.4,1.01,3.38
69816,0.86,0,0,0
69820,0,0,0,0.34
69821,10.86,19.03,21.12,21.65
69823,75.51,70.13,74.68,58.69
69824,0.34,0,0,0
69826,0,0,0,0.51
69833,57.41,88.3,103.91,72.22
69834,58.61,9.09,10.98,10.49
69836,3.1,0.69,0,26.38
69837,3.45,7.37,7.27,7.1
69847,4.83,1.71,1.86,4.4
69852,6.38,0.34,0,0.34
69860,45.17,66.7,61.67,65.28
69861,0.34,0,0,0.68
69863,6.55,0.86,0.34,1.35
69865,0,0,0,1.01
69870,7.93,7.37,5.58,7.78
69871,16.38,20.23,25.85,18.94
69875,52.58,36.18,34.81,48.37
69876,2.93,3.94,4.9,4.74
69878,2.59,3.77,3.72,2.71
69882,42.58,113.17,117.94,112.13
69890,15.69,70.13,83.81,54.8
69893,12.24,14.57,14.7,12.35
69894,1.55,2.4,3.04,2.71
69895,18.45,39.09,24.33,26.55
69900,34.65,7.72,11.32,10.65
69902,0.52,2.23,1.35,2.37
69903,18.27,9.43,9.63,8.46
69906,8.27,4.97,2.37,3.38
69908,1.72,0.34,1.01,0.51
69909,0,0,0.84,2.71
69912,10,67.04,55.76,50.74
69917,11.38,38.24,32.61,21.82
69918,0,1.03,1.69,1.86
69920,58.61,93.79,90.56,87.94
69922,2.41,8.57,7.27,6.43
69923,25.69,30.86,26.19,28.24
69926,0.86,0.51,0,0
69928,3.1,8.57,5.74,4.74
69930,15.69,14.06,12.5,14.21
69934,11.03,11.15,13.69,8.29
69938,1.21,2.4,2.53,0.85
69940,25.34,33.61,28.39,34.84
69941,1.21,4.46,4.9,3.04
69942,2.41,4.97,4.9,2.37
69944,3.79,6,8.62,6.76
69955,7.24,6.69,8.62,9.98
69956,21.89,51.1,40.21,48.88
69957,48.61,88.13,69.27,76.61
69962,0.69,1.71,1.52,1.18
69964,0.34,1.37,1.01,1.01
69974,0,0.34,0.34,0.68
69976,27.75,22.98,31.6,31.12
69981,83.95,49.9,39.54,44.14
69982,0.52,1.37,0.84,0.51
69987,0.52,0.51,0.34,0.51
69993,6.38,3.6,6.59,2.2
70004,0.86,0,0,0.34
70005,0.34,0.34,1.35,2.03
70012,7.59,15.6,14.87,13.87
70020,6.03,16.46,10.81,9.47
70021,47.75,272.63,269.5,259.6
70024,14.31,47.67,36.66,42.45
70025,39.3,16.46,47.14,18.94
70028,14.31,2.06,2.2,5.07
70036,14.14,46.64,41.73,37.55
70044,0,0.86,1.69,1.35
70045,112.05,0.69,0,1.01
70047,17.76,38.41,26.87,28.07
70052,10.69,26.75,22.13,18.6
70054,0,0.86,1.52,0.85
70057,0,1.03,1.01,0.34
70059,11.38,15.43,16.9,15.39
70061,1.72,0,0,0
70078,63.09,91.91,105.77,110.61
70080,0,1.03,0.34,3.55
70081,0,0,0,0.51
70082,10,9.09,9.97,12.01
70083,4.14,111.45,154.77,54.46
70086,2.07,0,0,0
70088,27.41,80.93,70.8,67.65
70093,116.02,109.05,112.7,108.58
70097,29.48,15.6,13.35,11.67
70099,31.03,71.33,89.38,68.33
70101,3.62,3.77,6.25,7.27
70103,9.31,15.43,10.14,13.02
70110,46.37,2.23,3.38,5.24
70113,0.34,0,0,0.34
70118,6.03,10.12,10.64,11.16
70120,44.13,100.82,107.12,93.02
70122,50.51,47.15,51.87,47.52
70123,52.41,50.93,42.92,48.54
70127,2.24,0.86,0.68,2.71
70129,6.55,0.34,0,3.55
70144,28.1,32.58,34.98,30.95
70152,0.34,0,0.34,0.68
70153,36.55,14.23,9.46,13.53
70155,12.41,26.06,25.68,32.98
70160,14.48,25.21,21.8,23.17
70162,0.52,0.69,0.84,1.86
70163,0,0,0,0.34
70178,19.14,81.45,102.39,105.36
70186,2.07,1.37,1.18,1.86
